,Obj,Time,Type
0,1117.8278380817383,50.99499702453613,Grid
1,934.4627500161544,52.49173617362976,Delauney
2,1319.642664704223,24.64161491394043,Grid
3,938.6764433234413,72.72794389724731,Delauney
4,1126.3543473679238,46.06388306617737,Grid
5,865.6599830418833,1073.8041491508484,Delauney
6,1476.3570268510373,27.17770004272461,Grid
7,1154.6159696971988,1703.3320021629333,Delauney
8,1424.3748296499923,40.91305088996887,Grid
9,1184.6659291782707,81.14552092552185,Delauney
